Ce_conce,Mg_conce,Al_conce,hardness
3,4,93
3,4,93
3,4,93
3,4,93
3,4,93
3,4,93
3,4,93
3,4,93
3,4,93
10,6,84
10,6,84
10,6,84
10,6,84
10,6,84
10,6,84
10,6,84
10,6,84
10,6,84
4,9,87
4,9,87
4,9,87
4,9,87
4,9,87
4,9,87
4,9,87
4,9,87
4,9,87
3,4,93
3,4,93
3,4,93
3,4,93
3,4,93
3,4,93
3,4,93
3,4,93
3,4,93
3,11,86
3,11,86
3,11,86
3,11,86
3,11,86
3,11,86
3,11,86
3,11,86
3,11,86
4,11,85
4,11,85
4,11,85
4,11,85
4,11,85
4,11,85
4,11,85
4,11,85
4,11,85
